Parceiro,id_Imovel_imobiliaria,Data de Entrada,O proprietário aceitou publicar com o QuintoAndar,Tag Imobiliária,Nome do Proprietário,Telefone,E-mail pessoal do proprietário. Ex: fulanoassis@hotmail.com,Opt-in para receber mensagem no whastapp,Responsável pelo gerenciamento do cadastro,"Nome do responsável pelo gerenciamento do cadastro, caso seja um administrador/terceiro",Selecione o tipo de imóvel,"Nome do logradouro (rua, avenida, praça), junto com o número. Ex: Rua Girassol, 555 - Vila Madalena , São Paulo - SP.",Número,CEP,Andar (em caso de kitnet e apartamento). Ex: 11,"Número do apartamento (em caso de apartamento, casa condomínio ou kitnet). Ex: Apto 32 - Bloco C",Quantidade de quartos. Ex: 2,"Destes quartos, quantos são suites? Ex: 1",Quantidade de banheiros no total. Ex: 2,Metragem de área útil. Ex: 50m2,O que vai ficar no imóvel? (quando é mobiliado),Portaria (caSimo Simeja apartameNãoto ou caSima coNãodomíNãoio),Vagas de garagem. Ex: 2,"Descrição do imóvel. Ex: Bem iluminado e arejado, próximo ao shopping X e 15 minutos do metro X. ",Quem mora no imóvel?,Possui restrição para visitas em caso de inquilino ou proprietário morando?,"Se o imóvel estiver vago, qual o tipo de chave? ","Se sim, escreva abaixo as observações deixando claro o local das chaves. ",Onde estão as chaves?,Placa?,Observação Interna,Imóvel será anunciado pra venda?,Valor da venda. Ex: R$1.000.000.00,Valor do condomínio. se existir. Ex: R$500.00,Valor IPTU,Como é feito o pagamento?,Status Pré Contato,Qtd. De Ligações,Status Pós Contato,Justificativa,Status Final,Código do imóv0l QuintoAndar,Obs,Data Cadastro,Aprovado LQ,Imóvel já listado/publicado
Real Up,35664,30/03/2060,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Professor Coutinho Fróis,364,Rua Professor Coutinho Fróis,2,201,4,4,10,380,,Não,6,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,3400000,2900,14000,Mensalmente,,,,,,,,,,
Real Up,35662,30/03/2061,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Dezenove de Fevereiro,185,Rua Dezenove de Fevereiro,5,502,3,1,4,126,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1800000,2000,5438,Mensalmente,,,,,,,,,,
Real Up,35661,30/03/2062,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Dezenove de Fevereiro,185,Rua Dezenove de Fevereiro,5,503,3,1,4,125,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1780000,2000,5399,Mensalmente,,,,,,,,,,
Real Up,35633,30/03/2063,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Coronel Euríco de Sousa Gomes Filho,187,Rua Coronel Euríco de Sousa Gomes Filho,3,COB 01,3,3,7,436,,Não,4,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,4800000,2500,15387,Mensalmente,,,,,,,,,,
Real Up,35630,30/03/2064,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Lúcio Costa,3360,Avenida Lúcio Costa,23,2302,5,5,11,600,,Não,5,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,9500000,4400,4100,Mensalmente,,,,,,,,,,
Real Up,35599,30/03/2065,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Nossa Senhora de Copacabana,750,Avenida Nossa Senhora de Copacabana,12,1202,1,0,1,35,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,490000,520,1134,Mensalmente,,,,,,,,,,
Real Up,35590,30/03/2066,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Pepe,390,Avenida Pepe,4,AP 404,1,1,3,84,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1700000,2333.09,7008,Mensalmente,,,,,,,,,,
Real Up,35548,30/03/2067,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Voluntários da Pátria,1,Rua Voluntários da Pátria,7,706,2,0,2,76,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,670000,730,2016,Mensalmente,,,,,,,,,,
Real Up,35538,30/03/2068,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Visconde de Silva,49,Rua Visconde de Silva,2,204,3,1,3,102,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1250000,1430,3758,Mensalmente,,,,,,,,,,
Real Up,35535,30/03/2069,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Real Grandeza,278,Rua Real Grandeza,3,3° andar,2,1,3,76,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,700000,1192,129,Mensalmente,,,,,,,,,,
Real Up,35514,30/03/2070,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Afonso Arinos de Melo Franco,239,Avenida Afonso Arinos de Melo Franco,11,1105,2,1,3,71,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,770000,1063,2077,Mensalmente,,,,,,,,,,
Real Up,35510,30/03/2071,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua André Cavalcanti,9,Rua André Cavalcanti,6,601,2,0,1,44,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,318000,465.37,719,Mensalmente,,,,,,,,,,
Real Up,35445,30/03/2072,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Ferreira de Andrade,526,Rua Ferreira de Andrade,3,303,3,0,1,54,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,190000,520,0,Mensalmente,,,,,,,,,,
Real Up,35440,30/03/2073,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Honório,1427,Rua Honório,1,104,2,1,3,90,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,420000,200,969,Mensalmente,,,,,,,,,,
Real Up,35430,30/03/2074,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Praia de Botafogo,520,Praia de Botafogo,9,902,3,1,3,105,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1050000,1205,2795,Mensalmente,,,,,,,,,,
Real Up,35423,30/03/2075,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Flamboyants da Península,1067,Avenida Flamboyants da Península,2,202,4,2,7,150,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1800000,2428.01,5353,Mensalmente,,,,,,,,,,
Real Up,35420,30/03/2076,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua São Clemente,64,Rua São Clemente,1,102,2,1,3,68,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,780000,270,750,Mensalmente,,,,,,,,,,
Real Up,35399,30/03/2077,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Djalma Ribeiro,20,Avenida Djalma Ribeiro,10,1011,2,1,3,70,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,577500,1234,2170,Mensalmente,,,,,,,,,,
Real Up,35388,30/03/2078,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Gastão Penalva,38,Rua Gastão Penalva,3,3° andar,3,0,2,75,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,350000,500,800,Mensalmente,,,,,,,,,,
Real Up,35344,30/03/2079,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua Fernando Barbosa Lima,32,Rua Fernando Barbosa Lima,0,,4,4,12,1200,,Não,4,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,11000000,1853,29000,Mensalmente,,,,,,,,,,
Real Up,35332,30/03/2080,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Lauro Muller,96,Rua Lauro Muller,5,501,2,0,1,78,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,900000,830,174,Mensalmente,,,,,,,,,,
Real Up,35331,30/03/2081,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Real Grandeza,110,Rua Real Grandeza,6,603,2,0,1,76,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,790000,800,1872,Mensalmente,,,,,,,,,,
Real Up,35324,30/03/2082,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua Ferreira de Andrade,458,Rua Ferreira de Andrade,1,,7,1,5,250,,Não,4,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,850000,0,655,Mensalmente,,,,,,,,,,
Real Up,35308,30/03/2083,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua General Caldwell,210,Rua General Caldwell,1,,20,2,6,362,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1580000,0,3760,Mensalmente,,,,,,,,,,
Real Up,35288,30/03/2084,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Gastão Senges,55,Avenida Gastão Senges,17,1702,2,1,4,105,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1150000,1644.82,3768,Mensalmente,,,,,,,,,,
Real Up,35284,30/03/2085,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Mena Barreto,103,Rua Mena Barreto,3,301,2,2,3,94,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1180000,1000,3835,Mensalmente,,,,,,,,,,
Real Up,35221,30/03/2086,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Prefeito Dulcídio Cardoso,3230,Avenida Prefeito Dulcídio Cardoso,6,602,5,2,5,304,,Não,3,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,2650000,2700,12217,Mensalmente,,,,,,,,,,
Real Up,35204,30/03/2087,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Barão de São Francisco,245,Rua Barão de São Francisco,8,802,1,0,2,58,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,325000,500,756,Mensalmente,,,,,,,,,,
Real Up,35194,30/03/2088,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua Euzebio Naylor,203,Rua Euzebio Naylor,0,,5,5,16,836,,Não,5,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,7500000,2793,254.21,Mensalmente,,,,,,,,,,
Real Up,35172,30/03/2089,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Casa,Rua Rubem Braga,1,Rua Rubem Braga,0,,5,5,14,630,,Não,4,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,6490000,1933,15000,Mensalmente,,,,,,,,,,
Real Up,35161,30/03/2090,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Praia Botafogo,356,Praia Botafogo,11,1104,1,0,1,21,,Não,0,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,232365,500,0,Mensalmente,,,,,,,,,,
Real Up,35130,30/03/2091,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Prefeito Dulcídio Cardoso,2800,Avenida Prefeito Dulcídio Cardoso,11,1104,2,1,4,83,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,950000,1300,2912,Mensalmente,,,,,,,,,,
Real Up,35114,30/03/2092,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Rua Fernandes Guimarães,25,Rua Fernandes Guimarães,2,204,3,1,4,96,,Não,2,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1900000,1490,3144,Mensalmente,,,,,,,,,,
Real Up,35102,30/03/2093,Sim,[3P-Real Up],Agendamentos Parceira Real Up,21980770248,central@realupimoveis.com.br,Sim,,,Apartamento,Avenida Prefeito Dulcídio Cardoso,1350,Avenida Prefeito Dulcídio Cardoso,12,1205,2,1,4,105,,Não,1,,PROPRIETARIO,Sim,Chave Comum,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Imóvel Captado em Parceria com a imobiliária Real UP - RJ. Favor contactar a secretaria da Real Up no telefone 21980770248 para garantir o agendamento.,Não,[3P-Real Up],Sim,1150000,1600,290,Mensalmente,,,,,,,,,,
